合约,交易日,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交金额,结算价,前结算价,品种
IC2402,2022-05-31,3146.34,3147.78,3097.46,3132.64,8827,75325,28283364.15,3133.78,3146.6,IC
IF2401,2022-05-31,3141.62,3174.5,3076.82,3133.05,6729,191374,21323554.37,3148.63,3200.73,IF
IF2402,2022-05-31,1108.59,1121.84,1099.16,1111.18,5700,169913,6536684.22,1107.2,1113.8,IF
IF2403,2022-05-31,3304.04,3329.06,3286.06,3311.17,9126,141055,29421720.47,3326.4,3330.56,IF
IH2401,2022-05-31,3462.07,3462.14,3450.9,3452.36,2175,95409,7323352.28,3450.24,3478.03,IH
IC2401,2022-06-01,5357.97,5358.46,5331.93,5345.31,3565,176128,19358990.34,5370.65,5263.44,IC
IC2402,2022-06-01,3147.2,3159.96,3091.48,3142.25,3659,125491,11220520.54,3130.81,3186.8,IC
IF2401,2022-06-01,3123.77,3162.29,3105.86,3139.44,4678,172828,15379473.13,3131.6,3091.45,IF
IF2402,2022-06-01,1129.71,1137.23,1103.31,1125.05,9262,87278,10437779.63,1130.68,1151.52,IF
IF2403,2022-06-01,3363.04,3421.34,3333.3,3367.85,1771,181037,5843536.7,3351.43,3348.62,IF
IH2401,2022-06-01,3485.25,3493.08,3444.36,3488.06,8745,115326,29127535.78,3492.91,3550.77,IH
IC2401,2022-06-02,5467.6,5497.85,5401.2,5443.81,8148,59566,45422444.84,5432.66,5349.07,IC
IC2402,2022-06-02,3120.8,3145.01,3071.18,3132.25,5965,168706,18637207.75,3119.8,3117.71,IC
IF2401,2022-06-02,3153.42,3194.98,3139.47,3149.26,3436,192919,10910483.64,3153.11,3168.29,IF
IF2402,2022-06-02,1124.92,1126.7,1119.74,1126.35,4168,81999,4654602.78,1124.19,1115.69,IF
IF2403,2022-06-02,3382.51,3414.08,3310.89,3355.42,4491,109220,15318003.42,3350.76,3293.2,IF
IH2401,2022-06-02,3465.83,3512.55,3426.67,3462.46,7749,168337,25493323.69,3469.44,3452.71,IH
IC2401,2022-06-03,5326.19,5371.81,5321.03,5346.31,7041,180995,39157325.89,5367.46,5379.33,IC
IC2402,2022-06-03,3210.96,3228.67,3161.99,3213.98,8060,105429,26060152.37,3224.81,3222.97,IC
IF2401,2022-06-03,3143.29,3209.4,3137.05,3140.0,7943,171697,25348615.41,3126.41,3160.66,IF
IF2402,2022-06-03,1105.85,1117.23,1086.33,1105.02,5920,148662,6775300.15,1106.11,1089.38,IF
IF2403,2022-06-03,3340.23,3353.15,3273.37,3341.4,4439,115997,14814516.98,3347.82,3327.14,IF
IH2401,2022-06-03,3447.84,3477.16,3429.4,3437.25,8034,152180,26442399.43,3439.29,3406.14,IH
IC2401,2022-06-06,5322.93,5394.71,5248.91,5303.36,8908,59697,45863159.22,5296.19,5273.16,IC
IC2402,2022-06-06,3324.21,3373.88,3298.27,3306.22,8147,164617,26681448.22,3312.61,3261.55,IC
IF2401,2022-06-06,3149.73,3202.92,3141.08,3153.57,8309,191282,26144281.74,3166.9,3220.71,IF
IF2402,2022-06-06,1055.96,1066.16,1051.92,1061.71,7356,165449,7457678.23,1064.87,1071.96,IF
IF2403,2022-06-06,3370.38,3375.63,3339.71,3366.53,4725,54719,15461453.29,3380.91,3367.21,IF
IH2401,2022-06-06,3449.7,3537.08,3377.39,3482.74,9821,88252,32557103.28,3478.38,3432.77,IH
IC2401,2022-06-07,5190.53,5268.13,5168.2,5231.88,7211,163963,37766204.67,5240.78,5297.9,IC
IC2402,2022-06-07,3330.26,3356.87,3298.56,3331.71,2108,122202,6750747.87,3347.72,3338.74,IC
IF2401,2022-06-07,3150.15,3159.87,3126.09,3135.35,5653,96847,16884905.0,3149.36,3209.95,IF
IF2402,2022-06-07,1084.05,1092.88,1072.95,1078.6,4192,121876,4384235.63,1076.43,1066.43,IF
IF2403,2022-06-07,3366.45,3466.04,3293.64,3346.01,5597,126339,19043839.37,3341.13,3348.68,IF
IH2401,2022-06-07,3425.86,3430.05,3408.84,3426.13,6233,91479,20647827.65,3423.13,3376.08,IH
IC2401,2022-06-08,5479.8,5554.34,5456.68,5456.94,8329,109962,45942399.34,5470.12,5367.67,IC
IC2402,2022-06-08,3389.77,3424.27,3376.77,3398.43,6258,52412,20782345.16,3408.89,3425.8,IC
IF2401,2022-06-08,3031.76,3057.67,3023.83,3038.41,1163,142695,3598265.39,3051.03,3049.91,IF
IF2402,2022-06-08,1104.49,1125.85,1095.82,1101.0,1024,124556,1121035.69,1101.23,1084.24,IF
IF2403,2022-06-08,3414.25,3478.16,3345.78,3396.62,2077,100393,7214238.96,3396.51,3379.76,IF
IH2401,2022-06-08,3406.26,3462.69,3388.92,3411.22,5860,161996,19250679.0,3401.04,3400.08,IH
IC2401,2022-06-09,5574.28,5705.81,5551.07,5588.92,3194,62869,17015941.79,5607.95,5662.55,IC
IC2402,2022-06-09,3369.56,3411.29,3305.62,3370.54,1142,115845,3737340.17,3364.36,3425.89,IC
IF2401,2022-06-09,3053.23,3096.79,2994.79,3029.89,5189,131718,15015667.96,3033.76,3080.95,IF
IF2402,2022-06-09,1122.14,1122.99,1113.16,1115.53,8972,122575,9657885.54,1120.24,1127.62,IF
IF2403,2022-06-09,3384.89,3468.4,3380.77,3392.42,3543,145202,12180535.52,3384.04,3354.23,IF
IH2401,2022-06-09,3430.07,3506.87,3428.5,3441.51,8126,189790,28141664.26,3436.17,3407.7,IH
IC2401,2022-06-10,5485.7,5628.0,5394.75,5547.24,8640,97658,49177577.6,5562.87,5604.82,IC
IC2402,2022-06-10,3354.0,3397.23,3335.0,3350.61,8710,81164,27908531.67,3346.92,3308.93,IC
IF2401,2022-06-10,2924.82,2957.16,2920.8,2950.55,6362,181136,18890280.75,2940.86,2990.63,IF
IF2402,2022-06-10,1093.34,1100.19,1091.1,1094.9,4605,93359,5245208.16,1090.54,1092.17,IF
IF2403,2022-06-10,3485.39,3535.06,3459.09,3486.77,8459,56308,30641060.08,3473.71,3439.27,IF
IH2401,2022-06-10,3428.83,3485.46,3384.76,3450.41,1540,144169,5369373.27,3463.91,3465.52,IH
IC2401,2022-06-13,5523.07,5547.47,5470.89,5508.08,9232,77402,48803680.66,5491.78,5543.38,IC
IC2402,2022-06-13,3390.62,3454.44,3311.03,3387.41,5936,171808,20169688.62,3374.63,3441.75,IC
IF2401,2022-06-13,2916.44,2965.39,2854.73,2895.07,6907,80529,20593442.11,2890.76,2845.38,IF
IF2402,2022-06-13,1078.1,1093.44,1071.22,1080.56,1014,80341,1091374.47,1082.08,1092.77,IF
IF2403,2022-06-13,3421.35,3431.14,3405.62,3423.18,2793,112212,9607443.1,3427.56,3430.75,IF
IH2401,2022-06-13,3496.27,3535.78,3449.65,3484.89,3532,133304,12510590.35,3488.68,3465.41,IH
IC2401,2022-06-14,5472.95,5590.89,5314.98,5416.51,1235,77267,6479701.53,5411.83,5414.87,IC
IC2402,2022-06-14,3444.24,3484.19,3434.9,3451.59,4713,94532,15574444.06,3468.05,3497.81,IC
IF2401,2022-06-14,2874.6,2931.94,2859.16,2872.88,2134,92990,5889184.16,2885.34,2849.12,IF
IF2402,2022-06-14,1079.91,1101.17,1052.72,1071.39,1730,111463,1791680.03,1074.4,1084.51,IF
IF2403,2022-06-14,3366.71,3413.56,3344.95,3381.7,4705,73091,16026994.8,3368.03,3315.77,IF
IH2401,2022-06-14,3571.97,3636.81,3552.98,3565.09,3867,133164,13860626.85,3572.94,3503.67,IH
IC2401,2022-06-15,5566.41,5575.1,5499.84,5557.52,7809,114705,41507515.02,5583.34,5640.76,IC
IC2402,2022-06-15,3455.24,3493.43,3384.54,3419.81,8919,105469,29637710.64,3412.34,3445.24,IC
IF2401,2022-06-15,2893.72,2905.22,2884.13,2891.6,7017,189782,19356809.98,2900.91,2952.2,IF
IF2402,2022-06-15,1044.26,1057.31,1044.06,1049.49,8455,151208,8503138.52,1044.37,1030.42,IF
IF2403,2022-06-15,3373.24,3416.43,3323.26,3376.36,7128,119672,23210994.88,3392.7,3415.71,IF
IH2401,2022-06-15,3538.65,3591.58,3511.26,3513.6,7529,130957,26683279.78,3513.76,3502.52,IH
IC2401,2022-06-16,5624.01,5642.65,5614.38,5625.44,1738,147248,9428562.73,5628.17,5650.01,IC
IC2402,2022-06-16,3448.69,3484.23,3424.31,3461.71,6076,80892,20016428.59,3455.83,3416.39,IC
IF2401,2022-06-16,2938.45,2963.96,2878.19,2943.95,8938,89757,27138738.7,2933.43,2909.36,IF
IF2402,2022-06-16,1049.72,1062.67,1039.95,1052.96,5032,192041,5305430.57,1054.88,1058.57,IF
IF2403,2022-06-16,3257.18,3259.75,3229.77,3257.75,3148,90100,10257688.52,3250.81,3191.78,IF
IH2401,2022-06-16,3422.72,3474.7,3409.53,3419.41,5778,66933,18854566.72,3406.8,3385.79,IH
IC2401,2022-06-17,5644.48,5697.85,5602.81,5653.08,5440,184532,30278131.7,5669.19,5702.0,IC
IC2402,2022-06-17,3494.72,3538.46,3465.6,3493.4,2648,147829,9425169.73,3483.09,3535.82,IC
IF2401,2022-06-17,2913.61,2928.69,2882.32,2910.15,5411,83298,16389785.76,2908.58,2856.17,IF
IF2402,2022-06-17,1055.69,1065.84,1042.9,1057.47,1836,153084,1894743.97,1057.14,1052.58,IF
IF2403,2022-06-17,3231.49,3278.83,3221.6,3246.12,9413,133842,31919593.65,3259.08,3291.4,IF
IH2401,2022-06-17,3406.98,3440.12,3369.08,3387.31,7547,119218,24412356.15,3393.41,3384.75,IH
IC2401,2022-06-20,5762.23,5805.75,5706.99,5743.61,4956,99072,29673351.42,5741.06,5834.26,IC
IC2402,2022-06-20,3643.19,3663.7,3613.39,3625.78,4715,134308,16300895.97,3633.91,3575.4,IC
IF2401,2022-06-20,2900.99,2911.48,2892.23,2902.53,3126,129968,8999765.76,2902.7,2874.28,IF
IF2402,2022-06-20,1019.66,1032.01,1013.52,1017.26,9253,79036,9784992.17,1018.66,1017.73,IF
IF2403,2022-06-20,3215.61,3240.74,3188.78,3233.2,2577,132308,8519621.28,3219.99,3162.1,IF
IH2401,2022-06-20,3386.39,3407.81,3384.61,3402.92,5193,55578,17421322.56,3411.35,3421.96,IH
IC2401,2022-06-21,5530.7,5551.19,5462.59,5519.24,2429,138601,13834595.04,5544.06,5543.02,IC
IC2402,2022-06-21,3694.87,3749.88,3694.39,3712.6,1999,64949,7333635.6,3703.94,3664.4,IC
IF2401,2022-06-21,2994.81,3002.89,2993.73,2993.94,8037,134528,24976885.7,2991.76,2932.77,IF
IF2402,2022-06-21,1000.27,1000.35,995.8,999.74,2840,139491,2876014.03,1003.62,990.59,IF
IF2403,2022-06-21,3405.65,3406.35,3383.98,3392.5,5971,177366,20219474.63,3389.22,3431.37,IF
IH2401,2022-06-21,3475.82,3487.61,3452.04,3487.08,3119,153288,10622584.83,3496.95,3484.24,IH
IC2401,2022-06-22,5656.53,5700.27,5609.47,5644.84,5292,65755,30150758.41,5666.8,5564.66,IC
IC2402,2022-06-22,3647.74,3665.57,3644.69,3652.38,1418,120332,5328216.51,3665.5,3622.74,IC
IF2401,2022-06-22,2905.88,2960.14,2895.5,2915.4,1921,110617,5420955.97,2917.46,2960.59,IF
IF2402,2022-06-22,930.33,948.99,927.98,940.2,9891,60245,9472076.64,939.95,924.42,IF
IF2403,2022-06-22,3353.92,3371.82,3324.84,3343.22,8442,156726,27117495.78,3346.27,3389.68,IF
IH2401,2022-06-22,3538.53,3542.2,3480.82,3530.53,5980,63582,20925620.94,3539.4,3556.22,IH
IC2401,2022-06-23,5494.27,5540.38,5378.08,5488.55,5826,155264,33371071.7,5474.9,5513.46,IC
IC2402,2022-06-23,3807.09,3839.43,3790.24,3802.85,6804,158822,26410840.34,3808.16,3768.99,IC
IF2401,2022-06-23,2891.6,2906.39,2867.5,2902.8,5407,178900,15223089.97,2914.99,2898.11,IF
IF2402,2022-06-23,960.24,974.25,956.74,962.48,4339,137079,4174069.86,961.03,951.82,IF
IF2403,2022-06-23,3453.55,3468.98,3423.91,3436.13,8314,69654,28706549.02,3444.86,3400.85,IF
IH2401,2022-06-23,3495.15,3511.2,3489.3,3504.15,9208,146812,31771258.78,3493.42,3495.89,IH
IC2401,2022-06-24,5656.85,5674.44,5584.33,5648.94,1173,170433,6751066.66,5659.6,5562.74,IC
IC2402,2022-06-24,3759.42,3771.51,3694.26,3732.73,5392,177657,20828722.86,3729.04,3750.78,IC
IF2401,2022-06-24,2983.35,3016.15,2945.21,2962.97,8530,55903,25812426.86,2963.96,3005.71,IF
IF2402,2022-06-24,987.04,998.86,973.44,989.27,5338,79704,5228092.77,990.91,1001.24,IF
IF2403,2022-06-24,3384.26,3442.94,3369.62,3385.34,3786,152074,12503919.4,3381.57,3337.83,IF
IH2401,2022-06-24,3615.35,3649.46,3590.08,3611.76,4991,79053,18141747.82,3598.62,3563.71,IH
IC2401,2022-06-27,5608.21,5664.58,5512.81,5598.27,8390,125078,46373651.68,5596.78,5542.4,IC
IC2402,2022-06-27,3733.38,3818.47,3697.66,3759.16,3156,56644,11479003.63,3741.46,3695.37,IC
IF2401,2022-06-27,3016.3,3040.74,2969.22,2978.0,6035,193247,17311334.07,2966.07,2917.3,IF
IF2402,2022-06-27,1008.63,1025.53,996.93,1007.7,3318,57146,3464355.38,1005.31,985.74,IF
IF2403,2022-06-27,3547.95,3572.87,3519.22,3548.37,9059,197732,31171957.62,3531.08,3504.81,IF
IH2401,2022-06-27,3749.65,3793.48,3683.52,3744.21,9978,155578,37416788.99,3735.07,3758.92,IH
IC2401,2022-06-28,5376.83,5430.81,5368.31,5392.32,6632,61154,34969437.33,5379.3,5457.48,IC
IC2402,2022-06-28,3893.15,3961.96,3890.73,3915.04,7491,59726,29337458.37,3907.28,3851.88,IC
IF2401,2022-06-28,2996.22,3041.73,2963.29,2985.31,6840,83691,19600059.92,2988.68,2972.42,IF
IF2402,2022-06-28,966.17,973.46,960.74,969.04,6927,198047,6880449.01,972.28,987.0,IF
IF2403,2022-06-28,3479.65,3524.98,3461.98,3517.28,9734,98901,32946958.13,3509.42,3545.05,IF
IH2401,2022-06-28,3788.71,3832.73,3670.48,3740.32,3129,72285,11430083.31,3742.66,3783.62,IH
IC2401,2022-06-29,5340.32,5438.28,5299.78,5344.71,5323,168356,28070846.93,5354.32,5266.02,IC
IC2402,2022-06-29,4007.64,4060.17,4000.99,4011.68,4825,161021,18425408.22,3993.77,4054.52,IC
IF2401,2022-06-29,2922.14,2943.17,2900.43,2900.73,5926,126612,17069718.08,2890.33,2846.1,IF
IF2402,2022-06-29,973.81,981.57,967.07,979.21,5956,121610,5609405.98,981.43,986.52,IF
IF2403,2022-06-29,3521.98,3558.84,3513.94,3520.88,2118,106218,7416568.64,3513.34,3557.27,IF
IH2401,2022-06-29,3715.64,3781.74,3706.08,3724.89,6607,53562,25438347.75,3714.5,3720.05,IH
IC2401,2022-06-30,5312.86,5333.85,5287.71,5323.14,5674,138718,30401522.0,5305.23,5349.78,IC
IC2402,2022-06-30,3923.23,3965.19,3920.95,3941.46,9655,98882,38813704.84,3932.02,3865.75,IC
IF2401,2022-06-30,2851.09,2882.83,2831.9,2837.93,7095,110019,19161599.6,2828.23,2806.99,IF
IF2402,2022-06-30,1019.86,1026.84,1017.08,1022.19,5121,142325,5288770.15,1022.61,1023.71,IF
IF2403,2022-06-30,3533.14,3578.17,3480.33,3549.55,8172,83608,28050054.42,3536.36,3495.82,IF
IH2401,2022-06-30,3786.18,3812.88,3741.03,3779.13,7748,122566,30078639.51,3796.37,3822.52,IH
IC2401,2022-07-01,5231.09,5294.96,5167.96,5207.47,2173,146836,11370654.94,5216.21,5223.96,IC
IC2402,2022-07-01,3983.68,3993.81,3945.09,3972.03,5319,179599,20569251.62,3952.94,4002.29,IC
IF2401,2022-07-01,2785.96,2794.53,2738.44,2781.66,1218,166907,3543819.97,2793.27,2793.0,IF
IF2402,2022-07-01,999.08,1022.03,992.31,1006.29,8153,148996,8481366.68,1010.16,1002.65,IF
IF2403,2022-07-01,3570.26,3630.3,3531.44,3588.51,1484,83705,5069833.93,3602.05,3554.34,IF
IH2401,2022-07-01,3736.65,3750.33,3705.91,3736.21,3622,88238,14042312.7,3725.51,3662.69,IH
IC2401,2022-07-04,5182.72,5245.8,5151.6,5171.43,1077,66109,5710159.22,5183.5,5085.63,IC
IC2402,2022-07-04,3939.93,3944.84,3894.74,3902.7,8060,52684,30490314.78,3896.65,3892.26,IC
IF2401,2022-07-04,2712.15,2744.85,2685.72,2711.3,5736,66804,15595892.09,2701.19,2736.56,IF
IF2402,2022-07-04,1053.48,1062.01,1017.81,1051.43,2098,62180,2196418.17,1046.18,1043.91,IF
IF2403,2022-07-04,3704.92,3756.04,3668.47,3712.96,8123,78741,29206301.71,3727.22,3731.72,IF
IH2401,2022-07-04,3817.76,3872.78,3814.32,3859.3,5587,102059,21397067.22,3867.25,3875.33,IH
IC2401,2022-07-05,4950.5,5058.05,4850.33,4993.49,5296,87100,27618515.15,4981.61,5028.09,IC
IC2402,2022-07-05,3794.47,3828.94,3763.98,3803.35,4848,107694,19022642.52,3789.52,3783.57,IC
IF2401,2022-07-05,2662.29,2693.64,2633.42,2677.06,5688,72060,15772814.56,2664.9,2613.06,IF
IF2402,2022-07-05,1055.33,1059.11,1037.05,1050.24,4866,130268,4898623.67,1047.38,1044.53,IF
IF2403,2022-07-05,3860.73,3887.7,3847.94,3872.26,4580,124621,17118443.77,3863.36,3826.66,IF
IH2401,2022-07-05,3846.76,3870.19,3812.08,3854.16,3424,140056,13767448.89,3870.32,3851.77,IH
IC2401,2022-07-06,5122.7,5172.42,5057.28,5072.47,8150,174725,42930995.97,5097.57,5033.61,IC
IC2402,2022-07-06,3910.75,3951.35,3866.72,3894.21,3444,175464,12926589.62,3911.33,3839.13,IC
IF2401,2022-07-06,2646.04,2650.14,2608.66,2637.26,9215,120412,24174247.02,2624.4,2588.6,IF
IF2402,2022-07-06,1059.26,1063.48,1034.8,1052.79,8081,196399,8785506.16,1050.83,1030.28,IF
IF2403,2022-07-06,3842.39,3892.21,3838.68,3870.18,2990,76337,11164820.32,3867.41,3939.26,IF
IH2401,2022-07-06,3618.35,3619.6,3585.1,3611.3,1671,183237,6008323.93,3612.21,3622.58,IH
IC2401,2022-07-07,5233.17,5261.38,5149.8,5220.34,5038,101341,27325336.91,5228.54,5247.73,IC
IC2402,2022-07-07,3958.64,3985.27,3945.19,3967.72,3086,77623,12499632.0,3954.04,3876.78,IC
IF2401,2022-07-07,2701.07,2709.83,2690.32,2703.07,6445,82455,17208976.9,2698.85,2655.3,IF
IF2402,2022-07-07,1089.59,1092.27,1057.53,1080.08,2304,71120,2491561.01,1083.0,1061.41,IF
IF2403,2022-07-07,3893.16,3949.08,3782.83,3851.09,5709,146014,22865190.05,3844.35,3890.22,IF
IH2401,2022-07-07,3707.26,3709.21,3647.23,3668.99,4437,154948,15897609.92,3650.87,3672.83,IH
IC2401,2022-07-08,5129.9,5195.75,5107.97,5142.44,9657,173164,50856708.21,5136.35,5200.72,IC
IC2402,2022-07-08,3841.59,3897.62,3821.38,3862.09,9335,189462,37148493.36,3880.32,3853.68,IC
IF2401,2022-07-08,2571.74,2606.25,2561.29,2576.05,1039,55204,2688076.85,2569.75,2548.94,IF
IF2402,2022-07-08,1050.09,1066.75,1032.38,1051.6,4953,68091,4986797.54,1049.72,1031.81,IF
IF2403,2022-07-08,3848.8,3916.65,3787.93,3839.26,5046,122339,18798224.04,3852.76,3783.85,IF
IH2401,2022-07-08,3756.06,3779.2,3725.09,3741.15,2282,59631,8256469.11,3744.94,3686.48,IH
IC2401,2022-07-11,5275.92,5412.25,5173.26,5264.28,6578,68986,33634593.86,5241.54,5195.31,IC
IC2402,2022-07-11,3919.72,3959.89,3881.98,3938.9,3114,50133,12271131.47,3942.1,3911.72,IC
IF2401,2022-07-11,2530.33,2554.34,2452.77,2540.66,1437,155702,3657419.77,2544.26,2568.81,IF
IF2402,2022-07-11,1051.85,1056.4,1044.27,1054.57,7091,52426,7241339.27,1056.14,1052.57,IF
IF2403,2022-07-11,3788.63,3801.39,3760.8,3772.51,3108,192397,11713771.4,3759.1,3786.64,IF
IH2401,2022-07-11,3762.54,3777.66,3696.07,3776.25,3580,109816,13825381.86,3788.78,3742.45,IH
IC2401,2022-07-12,5253.45,5258.38,5146.67,5244.03,4740,102672,25719578.54,5253.52,5247.63,IC
IC2402,2022-07-12,3897.47,3955.04,3890.3,3909.14,8053,72022,30090085.93,3921.37,3899.92,IC
IF2401,2022-07-12,2522.92,2523.45,2473.08,2509.98,2689,109109,6588072.87,2520.85,2501.05,IF
IF2402,2022-07-12,1048.86,1063.58,1040.17,1056.27,7880,129874,8530663.0,1051.13,1037.95,IF
IF2403,2022-07-12,3795.53,3824.96,3791.86,3821.61,4370,123887,16326428.48,3806.13,3750.95,IF
IH2401,2022-07-12,3631.23,3643.09,3598.41,3626.76,7078,61758,26009862.51,3625.47,3628.3,IH
IC2401,2022-07-13,5282.97,5390.96,5249.51,5252.31,8277,85565,43566362.28,5242.95,5308.53,IC
IC2402,2022-07-13,3887.03,3979.36,3856.68,3876.55,3741,191799,14127248.78,3885.22,3900.31,IC
IF2401,2022-07-13,2529.5,2541.25,2516.02,2525.0,4407,190682,11018484.0,2527.15,2543.14,IF
IF2402,2022-07-13,1060.85,1071.9,1034.74,1054.11,9868,165764,10323795.11,1054.39,1046.81,IF
IF2403,2022-07-13,3648.85,3677.49,3574.04,3650.54,6836,96526,24923669.28,3639.74,3692.12,IF
IH2401,2022-07-13,3701.15,3721.67,3688.65,3697.75,4288,181960,16517000.45,3693.61,3621.32,IH
IC2401,2022-07-14,5086.28,5123.35,5037.42,5106.45,3379,69993,17966196.77,5126.66,5112.2,IC
IC2402,2022-07-14,3819.14,3840.55,3765.4,3786.91,6595,69238,23829987.53,3791.52,3796.79,IC
IF2401,2022-07-14,2477.93,2494.25,2435.98,2479.59,3682,167282,9406078.15,2489.61,2478.45,IF
IF2402,2022-07-14,1064.7,1091.07,1054.68,1061.96,6879,170906,7119554.53,1059.4,1050.18,IF
IF2403,2022-07-14,3733.19,3775.19,3666.31,3724.98,5953,67319,21992857.82,3737.02,3747.57,IF
IH2401,2022-07-14,3734.79,3746.09,3727.11,3732.93,5551,54313,20354441.62,3732.52,3692.64,IH
IC2401,2022-07-15,5206.23,5248.46,5185.23,5227.13,8946,67650,48585958.68,5207.88,5285.59,IC
IC2402,2022-07-15,3740.3,3766.68,3704.31,3737.53,8121,96990,30763043.84,3750.92,3703.93,IC
IF2401,2022-07-15,2441.02,2455.48,2425.06,2445.95,6605,111744,16496497.51,2436.43,2441.67,IF
IF2402,2022-07-15,1035.57,1039.67,1030.05,1034.4,8178,116395,8541815.85,1032.43,1016.81,IF
IF2403,2022-07-15,3729.53,3748.68,3638.03,3694.24,5644,90999,20591157.45,3707.67,3720.74,IF
IH2401,2022-07-15,3749.96,3760.65,3707.2,3729.19,9240,183825,33219454.43,3738.25,3802.69,IH
IC2401,2022-07-18,5324.46,5373.49,5299.44,5324.84,5479,193770,29175580.78,5341.94,5390.98,IC
IC2402,2022-07-18,3635.48,3700.07,3631.82,3660.45,6897,77461,25143401.83,3656.38,3669.51,IC
IF2401,2022-07-18,2445.4,2485.26,2433.84,2450.49,9565,124445,22805663.47,2450.13,2468.92,IF
IF2402,2022-07-18,1048.59,1056.36,1043.2,1043.44,9753,89450,10659015.85,1044.46,1034.28,IF
IF2403,2022-07-18,3745.19,3745.93,3698.98,3744.92,5407,61918,21109464.79,3760.31,3769.34,IF
IH2401,2022-07-18,3694.8,3753.37,3680.03,3715.73,2110,195779,8119022.47,3733.79,3661.42,IH
IC2401,2022-07-19,5327.88,5336.16,5291.98,5335.76,6851,156115,37549413.75,5332.38,5271.98,IC
IC2402,2022-07-19,3747.52,3812.79,3683.75,3716.99,5347,194792,20476082.68,3720.57,3780.34,IC
IF2401,2022-07-19,2391.99,2439.56,2353.63,2393.53,5651,56652,12954410.32,2399.16,2358.1,IF
IF2402,2022-07-19,1019.65,1022.37,1014.67,1019.65,7036,115019,7445912.61,1023.2,1035.79,IF
IF2403,2022-07-19,3768.44,3795.54,3695.12,3769.14,2463,53010,9704904.71,3756.58,3689.98,IF
IH2401,2022-07-19,3654.31,3690.77,3606.99,3655.03,8984,101031,31453707.54,3654.82,3639.21,IH
IC2401,2022-07-20,5329.19,5364.03,5287.37,5349.65,2745,113284,15285142.7,5361.22,5425.37,IC
IC2402,2022-07-20,3589.18,3625.16,3563.35,3615.65,7834,53693,29326380.11,3633.54,3685.93,IC
IF2401,2022-07-20,2338.03,2363.77,2298.22,2321.42,1023,94115,2415956.65,2329.47,2308.67,IF
IF2402,2022-07-20,1026.9,1027.48,1016.7,1021.7,6842,116094,6813971.98,1024.84,1035.58,IF
IF2403,2022-07-20,3852.18,3869.79,3790.02,3845.39,7266,74445,26872691.49,3839.64,3832.76,IF
IH2401,2022-07-20,3621.31,3643.5,3594.82,3630.27,4644,67667,16944962.22,3646.19,3612.02,IH
IC2401,2022-07-21,5441.65,5531.17,5382.5,5452.23,8798,97981,50222715.58,5431.09,5514.96,IC
IC2402,2022-07-21,3696.7,3737.41,3685.37,3718.51,7817,162805,29132829.7,3729.09,3791.39,IC
IF2401,2022-07-21,2288.42,2314.29,2264.25,2266.41,4450,183794,10390720.51,2267.4,2277.71,IF
IF2402,2022-07-21,1043.13,1048.86,1040.41,1047.17,4381,61727,4387213.94,1045.56,1046.13,IF
IF2403,2022-07-21,3832.4,3840.37,3792.42,3819.1,8742,195717,32635097.79,3802.06,3795.9,IF
IH2401,2022-07-21,3546.35,3586.67,3493.62,3539.79,7173,118836,25831817.73,3549.1,3496.65,IH
IC2401,2022-07-22,5600.43,5626.02,5533.43,5565.58,2966,183444,15777584.16,5587.34,5624.35,IC
IC2402,2022-07-22,3939.48,3977.64,3904.91,3929.0,3598,90674,14072963.47,3945.78,3987.27,IC
IF2401,2022-07-22,2241.46,2271.73,2223.15,2226.55,4187,131201,8980901.32,2219.79,2190.06,IF
IF2402,2022-07-22,1024.5,1034.68,1019.13,1028.64,3599,138291,3546412.23,1032.07,1045.44,IF
IF2403,2022-07-22,3928.19,3977.89,3922.4,3945.5,5105,162482,19410562.32,3939.49,4014.06,IF
IH2401,2022-07-22,3617.16,3641.33,3612.26,3617.32,1775,137962,6309436.45,3623.1,3631.44,IH
IC2401,2022-07-25,5513.2,5619.88,5509.7,5519.32,1930,109662,10854707.32,5515.22,5432.62,IC
IC2402,2022-07-25,4002.84,4002.93,3979.59,3992.97,9065,89811,37333786.23,3981.87,4031.73,IC
IF2401,2022-07-25,2242.61,2247.14,2205.31,2231.39,4082,175183,9155463.0,2240.01,2258.82,IF
IF2402,2022-07-25,1020.28,1028.47,1010.8,1025.75,4508,109597,4664386.95,1021.88,1037.51,IF
IF2403,2022-07-25,4032.74,4034.28,3993.87,4016.88,8304,68720,33807268.85,4013.72,4028.84,IF
IH2401,2022-07-25,3697.37,3739.16,3610.97,3663.93,8651,71271,30263403.68,3669.39,3733.93,IH
IC2401,2022-07-26,5426.78,5483.58,5390.69,5459.43,6712,133924,36952781.29,5459.15,5463.07,IC
IC2402,2022-07-26,3912.24,3943.66,3858.62,3894.15,4711,183060,18618859.74,3878.97,3866.36,IC
IF2401,2022-07-26,2224.24,2248.24,2184.42,2233.8,1851,136362,4210206.52,2243.81,2252.41,IF
IF2402,2022-07-26,1027.21,1031.65,1013.59,1023.55,7236,77587,7378684.85,1027.48,1030.12,IF
IF2403,2022-07-26,4203.62,4300.12,4196.58,4209.22,8570,150962,36478716.06,4191.19,4164.41,IF
IH2401,2022-07-26,3648.14,3658.54,3603.31,3635.82,8054,89105,30351934.24,3622.75,3616.41,IH
